Article Title,Cited,Impact Factor,altmetric_score,DOI,retracted,severity_category
CTLs: Killers of intracellular bacteria,7.0,4.6,0.25,10.3389/fcimb.2022.967679,no,good
"ALGICIDAL MARINE-BACTERIA ISOLATED FROM NORTHERN HIROSHIMA BAY, JAPAN",126.0,1.4,3.0,10.2331/fishsci.61.628,no,good
Barriers to genome editing with CRISPR in bacteria,74.0,3.2,2.1,10.1007/s10295-019-02195-1,no,good
Directed collective motion of bacteria under channel confinement,195.0,2.8,39.0,10.1088/1367-2630/18/7/075002,no,good
Applications of bacteriophages against intracellular bacteria,18.0,6,16.8,10.1080/1040841X.2021.1960481,no,good
Leucine incorporation by aerobic anoxygenic phototrophic bacteria in the Delaware estuary,29.0,10.8,0.5,10.1038/ismej.2014.75,no,good
Biotechnological Potential of Sponge-Associated Bacteria,51.0,2.2,1.5,10.2174/1389201015666140711115033,no,good
Visualizing aquatic bacteria by light and transmission electron microscopy,19.0,1.8,3.0,10.1007/s10482-013-0047-6,no,good
Nutrients Mediate Intestinal Bacteria-Mucosal Immune Crosstalk,213.0,5.7,14.1,10.3389/fimmu.2018.00005,no,good
Molecular organization and functionality of exopolysaccharide gene clusters in lactic acid bacteria,131.0,3.1,6.0,10.1016/S0958-6946(01)00117-0,no,good
Development and In-Depth Characterization of Bacteria Repellent and Bacteria Adhesive Antibody-Coated Surfaces Using Optical Waveguide Biosensing,7.0,4.9,0.25,10.3390/bios12020056,no,good
Plant pathogenic bacterium Ralstonia solanacearum can rapidly evolve tolerance to antimicrobials produced by Pseudomonas biocontrol bacteria,0.0,2.1,2.85,10.1093/jeb/voae002,no,good
A review: microbiologically influenced corrosion and the effect of cathodic polarization on typical bacteria,68.0,8.6,7.0,10.1007/s11157-018-9473-2,no,good
Mercury transport in bacteria,25.0,3.8,3.0,10.1007/s11270-007-9334-z,no,good
Habitability analyses of aquatic bacteria,5.0,1.3,0.5,10.1007/s10872-017-0449-6,no,good
Trophic transfer of radioisotopes in Mediterranean sponges through bacteria consumption,5.0,8.1,2.5,10.1016/j.chemosphere.2015.10.046,no,good
Desorption electrospray ionization mass spectrometry of intact bacteria,91.0,1.9,3.0,10.1002/jms.1250,no,good
Human neutrophils swim and phagocytise bacteria,7.0,2.4,255.5999999999991,10.1111/boc.202000084,no,good
Advances in the Efficient Enrichment of Anammox Bacteria,0.0,3,1.0,10.3390/w15142556,no,good
Statistical signatures of a targeted search by bacteria,1.0,2,0.25,10.1088/1478-3975/aa84ea,no,good
Biosorption of arsenic through bacteria isolated from Pakistan,20.0,2.3,1.0,10.1007/s10123-018-0028-8,no,good
Cable Bacteria Skeletons as Catalytically Active Electrodes,1.0,16.1,1.0,10.1002/anie.202312647,no,good
Nanomotion of bacteria to determine metabolic profile,0.0,3.5,7.0,10.1063/10.0022171,no,good
Detachment and emission of airborne bacteria in gas-phase biofilm reactors,25.0,3.5,0.25,10.1002/bit.20571,no,good
On the evolution and physiology of cable bacteria,116.0,9.4,110.1,10.1073/pnas.1903514116,no,good
Recent advances in bacteria-mediated cancer therapy,12.0,4.3,9.08,10.3389/fbioe.2022.1026248,no,good
A Nanophotonic Structure Containing Living Photosynthetic Bacteria,45.0,13,61.25,10.1002/smll.201701777,no,good
RF MEMS-Based Biosensor for Pathogenic Bacteria Detection,4.0,3,0.25,10.1007/s12668-013-0098-1,no,good
Application of Voltammetric Sensors for Pathogen Bacteria Detection: A Review,8.0,3.7,2.1,10.3390/chemosensors10100424,no,good
Bacteria Release from Microplastics into New Aquatic Environments,1.0,2.1,0.25,10.3390/d15010115,no,good
Effects of phosphorus-mobilizing bacteria on tomato growth and soil microbial activity,59.0,3.9,0.5,10.1007/s11104-017-3528-y,no,good
Fluorescent nanobiosensors for the targeted detection of foodborne bacteria,83.0,11.8,1.25,10.1016/j.trac.2017.09.010,no,good
Label-free bacteria identification for clinical applications,0.0,2,0.25,10.1002/jbio.202200184,no,good
Monitoring and evaluation of antibiotic-resistant bacteria at a municipal wastewater treatment plant in China,149.0,10.3,3.0,10.1016/j.envint.2011.03.001,no,good
DIFFERENTIAL SENSITIVITY OF NITRIFYING BACTERIA TO SILVER NANOPARTICLES IN ACTIVATED SLUDGE,35.0,3.6,0.25,10.1002/etc.2678,no,good
Bacteria Isolated from Antarctic Permafrost are Efficient Antibiotic Producers,7.0,1.3,0.5,10.1134/S0026261718050089,no,good
The influence of antibiotics on gut bacteria diversity associated with laboratory-reared Bactrocera dorsalis,11.0,1.6,0.25,10.1017/S0007485318000834,no,good
Gene therapy for cancer: bacteria-mediated anti-angiogenesis therapy,56.0,4.6,6.0,10.1038/gt.2010.176,no,good
DMSP Production by Coral-Associated Bacteria,15.0,2.8,47.03000000000001,10.3389/fmars.2022.869574,no,good
Virus-Vectored Influenza Virus Vaccines,48.0,3.8,12.5,10.3390/v6083055,no,good
Jatobal virus is a reassortant containing the small RNA of Oropouche virus,54.0,2.5,3.0,10.1016/S0168-1702(01)00262-3,no,good
HDV-Like Viruses,16.0,3.8,4.85,10.3390/v13071207,no,good
Junin Virus Pathogenesis and Virus Replication,66.0,3.8,12.5,10.3390/v4102317,no,good
First Serological Evidence of Crimean-Congo Hemorrhagic Fever Virus and Rift Valley Fever Virus in Ruminants in Tunisia,13.0,3.3,11.5,10.3390/pathogens10060769,no,good
Influenza virus assays based on virus-inducible reporter cell lines,12.0,4.3,3.0,10.1111/j.1750-2659.2009.00095.x,no,good
"Metatranscriptome Analysis of Sympatric Bee Species Identifies Bee Virus Variants and a New Virus, Andrena-Associated Bee Virus-1",15.0,3.8,7.58,10.3390/v13020291,no,good
The Interplay between Adeno-Associated Virus and Its Helper Viruses,72.0,3.8,14.1,10.3390/v12060662,no,good
Electron Microscopy in Discovery of Novel and Emerging Viruses from the Collection of the World Reference Center for Emerging Viruses and Arboviruses (WRCEVA),10.0,3.8,25.158,10.3390/v11050477,no,good
Evolution of Bipartite and Segmented Viruses from Monopartite Viruses,0.0,3.8,5.35,10.3390/v15051135,no,good
Functional Landscape of African Swine Fever Virus-Host and Virus-Virus Protein Interactions,2.0,3.8,3.35,10.3390/v15081634,no,good
Vector-Virus Interactions and Transmission Dynamics of West Nile Virus,127.0,3.8,8.6,10.3390/v5123021,no,good
Virus Inactivation by Formaldehyde and Common Lysis Buffers,0.0,3.8,1.0,10.3390/v15081693,no,good
Special Issue: Honey Bee Viruses,27.0,3.8,3.0,10.3390/v7102885,no,good
Host Membranes as Drivers of Virus Evolution,4.0,3.8,23.6,10.3390/v15091854,no,good
Susceptibility Genes to Plant Viruses,65.0,3.8,8.0,10.3390/v10090484,no,good
Respiratory Viruses and Virus-like Particle Vaccine Development: How Far Have We Advanced?,4.0,3.8,3.0,10.3390/v15020392,no,good
Viruses.STRING: A Virus-Host Protein-Protein Interaction Database,92.0,3.8,17.0,10.3390/v10100519,no,good
Many ways to make an influenza virus review of influenza virus reverse genetics methods,33.0,4.3,18.25,10.1111/j.1750-2659.2012.00392.x,no,good
Optimization and Implementation of the Virus Extraction Method for Hepatitis E Virus Detection from Raw Pork Liver,6.0,4.1,3.0,10.1007/s12560-020-09452-y,no,good
Honey Bee Queens and Virus Infections,16.0,3.8,6.35,10.3390/v12030322,no,good
Recombinant Chimeric Transmissible Gastroenteritis Virus (TGEV)-Porcine Epidemic Diarrhea Virus (PEDV) Virus Provides Protection against Virulent PEDV,20.0,3.8,21.93,10.3390/v11080682,no,good
"Another Really, Really Big Virus",17.0,3.8,8.632,10.3390/v3010032,no,good
Comparing Influenza Virus Biology for Understanding Influenza D Virus,5.0,3.8,4.5,10.3390/v14051036,no,good
Australian Cool-Season Pulse Seed-Borne Virus Research: 1. Alfalfa and Cucumber Mosaic Viruses and Less Important Viruses,0.0,3.8,4.45,10.3390/v16010144,no,good
Avian Influenza Virus Tropism in Humans,6.0,3.8,4.1,10.3390/v15040833,no,good
Marburg Virus Reverse Genetics Systems,17.0,3.8,7.45,10.3390/v8060178,no,good
Comparison of Aerosol Stability of Different Variants of Ebola Virus and Marburg Virus and Virulence of Aerosolised Ebola Virus in an Immune-Deficient Mouse,2.0,3.8,11.45,10.3390/v14040780,no,good
"Genetic Characterization of Goutanap Virus, a Novel Virus Related to Negeviruses, Cileviruses and Higreviruses",59.0,3.8,0.5,10.3390/v6114346,no,good
"Properties and clinical significance of novel hepatotropic viruses. Hepatitis G virus, TT virus and SEN virus",0.0,0.3,7.0,10.1007/s112-002-8175-3,no,good
"Aphis Glycines Virus 2, a Novel Insect Virus with a Unique Genome Structure",17.0,3.8,10.0,10.3390/v8110315,no,good
Seasonality of enteric viruses in groundwater-derived public water sources,15.0,11.4,4.0,10.1016/j.watres.2021.117813,no,good
Usutu Virus Isolated from Rodents in Senegal,34.0,3.8,15.0,10.3390/v11020181,no,good
Herpes Simplex Virus and Varicella Zoster Virus Infections in Cancer Patients,14.0,3.8,0.25,10.3390/v15020439,no,good
Circulation of West Nile Virus and Usutu Virus in Europe: Overview and Challenges,0.0,3.8,1.0,10.3390/v16040599,no,good
Inactivation and Removal of Chikungunya Virus and Mayaro Virus from Plasma-derived Medicinal Products,11.0,3.8,3.0,10.3390/v11030234,no,good
Comparative Analysis of the Simian Varicella Virus and Varicella Zoster Virus Genomes,1.0,3.8,1.1,10.3390/v14050844,no,good
Viruses and Cajal Bodies: A Critical Cellular Target in Virus Infection?,2.0,3.8,2.85,10.3390/v15122311,no,good
Quantitative Infection Dynamics of Cafeteria Roenbergensis Virus,2.0,3.8,4.35,10.3390/v10090468,no,good
Tomato Chlorotic Spot Virus (TCSV) Putatively Incorporated a Genomic Segment of Groundnut Ringspot Virus (GRSV) Upon a Reassortment Event,5.0,3.8,1.75,10.3390/v11020187,no,good
Concepts in Light Microscopy of Viruses,36.0,3.8,13.85,10.3390/v10040202,no,good
"Porcine Epidemic Diarrhea Virus: An Updated Overview of Virus Epidemiology, Virulence Variation Patterns and Virus-Host Interactions",28.0,3.8,5.0,10.3390/v14112434,no,good
Trans-Acting RNA-RNA Interactions in Segmented RNA Viruses,13.0,3.8,3.0,10.3390/v11080751,no,good
The International Virus Bioinformatics Meeting 2023,0.0,3.8,1.25,10.3390/v15102031,no,good
Virus-Induced Aggregates in Infected Cells,52.0,3.8,6.0,10.3390/v4102218,no,good
Gene homology between orf virus and smallpox variola virus,12.0,1.9,6.0,10.1007/BF00568910,no,good
Viruses of Apple Are Seedborne but Likely Not Vertically Transmitted,1.0,3.8,1.0,10.3390/v16010095,no,good
Viruses in Laboratory Drosophila and Their Impact on Host Gene Expression,0.0,3.8,14.55,10.3390/v15091849,no,good
Development of a Honey Bee RNA Virus Vector Based on the Genome of a Deformed Wing Virus,21.0,3.8,3.25,10.3390/v12040374,no,good
"Oncogenic viruses and Breast Cancer: Mouse Mammary Tumor virus (MMTV), Bovine Leukemia virus (BLV), Human Papilloma virus (HPV), and epstein-Barr virus (EBV)",72.0,3.5,7.25,10.3389/fonc.2018.00001,no,good
Complex Virus-Host Interactions Involved in the Regulation of Classical Swine Fever Virus Replication: A Minireview,34.0,3.8,1.0,10.3390/v9070171,no,good
The Heterologous Expression of the p22 RNA Silencing Suppressor of the Crinivirus Tomato Chlorosis Virus from Tobacco Rattle Virus and Potato Virus X Enhances Disease Severity but Does Not Complement Suppressor-Defective Mutant Viruses,9.0,3.8,2.0,10.3390/v9120358,no,good
"Innovative Toolbox for the Quantifica-tion of Drosophila C Virus, Drosophila A Virus, and Nora Virus",2.0,4.7,9.5,10.1016/j.jmb.2021.167308,no,good
Infection by Hepatitis Delta Virus,32.0,3.8,4.5,10.3390/v12060648,no,good
Seed Transmission of Wheat Streak Mosaic Virus and Triticum Mosaic Virus in Differentially Resistant Wheat Cultivars,2.0,3.8,1.25,10.3390/v15081774,no,good
Viral exploitation of the MEK/ERK pathway - A tale of vaccinia virus and other viruses,56.0,2.8,1.0,10.1016/j.virol.2016.12.011,no,good
"Emaravirus: A Novel Genus of Multipartite, Negative Strand RNA Plant Viruses",100.0,3.8,3.5,10.3390/v4091515,no,good
Tumor Tropism of DNA Viruses for Oncolytic Virotherapy,2.0,3.8,1.0,10.3390/v15112262,no,good
Virus movement maintains local virus population diversity,68.0,9.4,6.08,10.1073/pnas.0709445104,no,good
A systematic approach to virus-virus interactions,177.0,2.5,8.6,10.1016/j.virusres.2010.01.002,no,good
Infection Pattern of Mayaro Virus in Aedes aegypti (Diptera: Culicidae) and Transmission Potential of the Virus in Mixed Infections With Chikungunya Virus,23.0,2.1,0.25,10.1093/jme/tjy241,no,good
Hepatitis A Virus and Hepatitis E Virus as Food- and Waterborne Pathogens-Transmission Routes and Methods for Detection in Food,3.0,3.8,1.5,10.3390/v15081725,no,good
"Kunjin Virus, Zika Virus, and Yellow Fever Virus Infections Have Distinct Effects on the Coding Transcriptome and Proteome of Brain-Derived U87 Cells",0.0,3.8,0.5,10.3390/v15071419,no,good
Foodborne viruses,254.0,10.1,3.0,10.1016/S0168-6445(02)00096-7,no,good
Live attenuated influenza virus vaccine reduces virus shedding of newborn piglets in the presence of maternal antibody,37.0,4.3,42.5,10.1111/irv.12531,no,good
Novel RNA Viruses Discovered in Weeds in Rice Fields,4.0,3.8,0.25,10.3390/v14112489,no,good
Recent Advances in Zika Virus Vaccines,37.0,3.8,3.1,10.3390/v10110631,no,good
West Nile Virus and Tick-Borne Encephalitis Virus Are Endemic in Equids in Eastern Austria,9.0,3.8,2.1,10.3390/v13091873,no,good
Cross Talk between Viruses and Insect Cells Cytoskeleton,9.0,3.8,4.5,10.3390/v13081658,no,good
Viruses in the Invasive Hornet Vespa velutina,38.0,3.8,3.0,10.3390/v11111041,no,good
Avian Influenza H7N9 Virus Adaptation to Human Hosts,3.0,3.8,6.949999999999999,10.3390/v13050871,no,good
Into the Dark: Exploring the Deep Ocean with Single-Virus Genomics,3.0,3.8,5.1,10.3390/v14071589,no,good
Plant Virus-Insect Vector Interactions: Current and Potential Future Research Directions,154.0,3.8,18.8,10.3390/v8110303,no,good
Exposure of Horses in Israel to West Nile Virus and Usutu Virus,5.0,3.8,0.5,10.3390/v12101099,no,good
"Following Acute Encephalitis, Semliki Forest Virus is Undetectable in the Brain by Infectivity Assays but Functional Virus RNA Capable of Generating Infectious Virus Persists for Life",11.0,3.8,9.5,10.3390/v10050273,no,good
Influenza A viruses dual and multiple infections with other respiratory viruses and risk of hospitalisation and mortality,70.0,4.3,4.0,10.1111/irv.12020,no,good
Next Generation Sequencing Technologies for Insect Virus Discovery,119.0,3.8,3.0,10.3390/v3101849,no,good
The Acute bee paralysis virus-Kashmir bee virus-Israeli acute paralysis virus complex,274.0,3.6,8.192,10.1016/j.jip.2009.06.014,no,good
Common but Nonpersistent Acquisitions of Plant Viruses by Plant-Associated Fungi,11.0,3.8,3.25,10.3390/v14102279,no,good
Current Achievements and Future Prospects in Virus Elimination Technology for Functional Chrysanthemum,0.0,3.8,1.0,10.3390/v15081770,no,good
Lifestyles of plant viruses,199.0,5.4,10.5,10.1098/rstb.2010.0057,no,good
Which Virus Will Cause the Next Pandemic?,13.0,3.8,88.572,10.3390/v15010199,no,good
Emerging and Novel Viruses in Passerine Birds,1.0,4.1,19.1,10.3390/microorganisms11092355,no,good
RNA viruses in the sea,109.0,10.1,6.85,10.1111/j.1574-6976.2008.00132.x,no,good
Antiviral Susceptibilities of Distinct Lineages of Influenza C and D Viruses,2.0,3.8,1.25,10.3390/v15010244,no,good
Identification and Characterization of H2N3 Avian Influenza Virus from Backyard Poultry and Comparison with Novel H2N3 Swine Influenza Virus,12.0,1.3,4.0,10.1637/9749-040111-Reg.1,no,good
Time-Dependent Proinflammatory Responses Shape Virus Interference during Coinfections of Influenza A Virus and Influenza D Virus,5.0,3.8,0.25,10.3390/v14020224,no,good
An enzymatic virus-like particle assay for sensitive detection of virus entry,73.0,2.2,6.0,10.1016/j.jviromet.2009.10.020,no,good
"Prevalence of Barmah Forest Virus, Chikungunya Virus and Ross River Virus Antibodies among Papua New Guinea Military Personnel before 2019 †",1.0,3.8,3.25,10.3390/v15020394,no,good
miRNAs in Insects Infected by Animal and Plant Viruses,13.0,3.8,8.549999999999999,10.3390/v10070354,no,good
Virophages of Giant Viruses: An Update at Eleven,25.0,3.8,49.25000000000002,10.3390/v11080733,no,good
Ubiquitin in Influenza Virus Entry and Innate Immunity,57.0,3.8,2.75,10.3390/v8100293,no,good
Critical View on the Importance of Host Defense Strategies on Virus Distribution of Bee Viruses: What Can We Learn from SARS-CoV-2 Variants?,1.0,3.8,0.25,10.3390/v14030503,no,good
"Viruses in Extreme Environments, Current Overview, and Biotechnological Potential",15.0,3.8,4.35,10.3390/v13010081,no,good
Immunization of Domestic Ducks with Live Nonpathogenic H5N3 Influenza Virus Prevents Shedding and Transmission of Highly Pathogenic H5N1 Virus to Chickens,1.0,3.8,2.1,10.3390/v10040164,no,good
"Simultaneous detection of wheat dwarf virus, northern cereal mosaic virus, barley yellow striate mosaic virus and rice black-streaked dwarf virus in wheat by multiplex RT-PCR",12.0,2.2,1.0,10.1016/j.jviromet.2017.09.010,no,good
Bat Influenza Viruses: Current Status and Perspective,20.0,3.8,3.35,10.3390/v13040547,no,good
Emerging and Re-emerging Swine Viruses,83.0,3.5,3.0,10.1111/j.1865-1682.2011.01291.x,no,good
Characterization of Unknown Orthobunya-Like Viruses from India,12.0,3.8,0.5,10.3390/v10090451,no,good
West Nile Virus Vaccination Protects against Usutu Virus Disease in Mice,12.0,3.8,4.2,10.3390/v13122352,no,good
SYSTEMIC VACCINATION WITH INACTIVATED BOVINE VIRUS DIARRHEA VIRUS PROTECTS AGAINST RESPIRATORY CHALLENGE,27.0,2.4,3.0,10.1016/0378-1135(94)90016-7,no,good
Generation of a reassortant avian influenza virus H5N2 vaccine strain capable of protecting chickens against infection with Egyptian H5N1 and H9N2 viruses,12.0,4.5,0.25,10.1016/j.vaccine.2015.11.037,no,good
The bZIP Proteins of Oncogenic Viruses,9.0,3.8,1.35,10.3390/v12070757,no,good
